[2025-03-01 16:40:20,916 ] 22 root - INFO - Initiate the data ingestion
[2025-03-01 16:40:28,822 ] 65 root - INFO - Performed train test split on the dataframe
[2025-03-01 16:40:28,822 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-03-01 16:40:28,822 ] 75 root - INFO - Exporting train and test file path.
[2025-03-01 16:40:28,872 ] 84 root - INFO - Exported train and test file path.
[2025-03-01 16:40:28,872 ] 24 root - INFO - Data Initiation Completed
[2025-03-01 16:40:28,879 ] 28 root - INFO - Initiate the data validation
[2025-03-01 16:40:28,926 ] 32 root - INFO - Required number of columns:2
[2025-03-01 16:40:28,927 ] 33 root - INFO - Data frame has columns:31
[2025-03-01 16:40:28,927 ] 32 root - INFO - Required number of columns:2
[2025-03-01 16:40:28,927 ] 33 root - INFO - Data frame has columns:31
[2025-03-01 16:40:29,044 ] 30 root - INFO - data Validation Completed
[2025-03-01 16:40:29,045 ] 33 root - INFO - Data Transformation Started
[2025-03-01 16:40:29,045 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-03-01 16:40:29,045 ] 65 root - INFO - Starting data transformation
[2025-03-01 16:40:29,067 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-03-01 16:40:29,067 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-01 16:40:29,078 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 16:40:29,081 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 16:40:29,082 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 16:40:29,083 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 16:40:29,085 ] 37 root - INFO - data Transformation Completed
[2025-03-01 16:40:29,085 ] 40 root - INFO - Model Training Started
[2025-03-01 16:43:22,698 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 16:43:22,699 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 16:43:22,699 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 16:43:22,715 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 16:43:22,715 ] 115 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_01_2025_16_40_19\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914668833807395, precision_score=0.9900588354635829, recall_score=0.9928789420142421), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9740932642487047, precision_score=0.9644830307813733, recall_score=0.9838969404186796))
[2025-03-01 16:43:22,717 ] 45 root - INFO - Model Training artifacts created
