[2025-02-28 20:44:23,920 ] 16 root - INFO - Initiate the data ingestion
[2025-02-28 20:44:31,664 ] 65 root - INFO - Performed train test split on the dataframe
[2025-02-28 20:44:31,664 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-02-28 20:44:31,664 ] 75 root - INFO - Exporting train and test file path.
[2025-02-28 20:44:31,713 ] 84 root - INFO - Exported train and test file path.
[2025-02-28 20:44:31,713 ] 18 root - INFO - Data Initiation Completed
[2025-02-28 20:44:31,727 ] 22 root - INFO - Initiate the data validation
[2025-02-28 20:44:31,771 ] 32 root - INFO - Required number of columns:2
[2025-02-28 20:44:31,771 ] 33 root - INFO - Data frame has columns:31
[2025-02-28 20:44:31,771 ] 32 root - INFO - Required number of columns:2
[2025-02-28 20:44:31,771 ] 33 root - INFO - Data frame has columns:31
[2025-02-28 20:44:31,885 ] 24 root - INFO - data Validation Completed
