[2025-03-01 17:59:54,002 ] 22 root - INFO - Initiate the data ingestion
[2025-03-01 18:00:10,534 ] 65 root - INFO - Performed train test split on the dataframe
[2025-03-01 18:00:10,534 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-03-01 18:00:10,535 ] 75 root - INFO - Exporting train and test file path.
[2025-03-01 18:00:10,591 ] 84 root - INFO - Exported train and test file path.
[2025-03-01 18:00:10,592 ] 24 root - INFO - Data Initiation Completed
[2025-03-01 18:00:10,601 ] 28 root - INFO - Initiate the data validation
[2025-03-01 18:00:10,645 ] 32 root - INFO - Required number of columns:2
[2025-03-01 18:00:10,645 ] 33 root - INFO - Data frame has columns:31
[2025-03-01 18:00:10,645 ] 32 root - INFO - Required number of columns:2
[2025-03-01 18:00:10,645 ] 33 root - INFO - Data frame has columns:31
[2025-03-01 18:00:10,775 ] 30 root - INFO - data Validation Completed
[2025-03-01 18:00:10,775 ] 33 root - INFO - Data Transformation Started
[2025-03-01 18:00:10,775 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-03-01 18:00:10,775 ] 65 root - INFO - Starting data transformation
[2025-03-01 18:00:10,794 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-03-01 18:00:10,795 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-01 18:00:10,804 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 18:00:10,806 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 18:00:10,807 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 18:00:10,808 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 18:00:10,809 ] 37 root - INFO - data Transformation Completed
[2025-03-01 18:00:10,809 ] 40 root - INFO - Model Training Started
[2025-03-01 18:03:32,048 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 18:03:32,049 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 18:03:32,049 ] 48 root - INFO - Entered the save_object method of MainUtils class
[2025-03-01 18:03:32,088 ] 52 root - INFO - Exited the save_object method of MainUtils class
[2025-03-01 18:03:32,088 ] 128 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_01_2025_17_59_49\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909873417721519, precision_score=0.9886845827439887, recall_score=0.9933008526187577), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9785511938486443, precision_score=0.975, recall_score=0.9821283509341998))
[2025-03-01 18:03:32,092 ] 45 root - INFO - Model Training artifacts created
